DATE;KURŞUNSUZ BENZİN (TL/LT);GAZ YAĞI (TL/LT);TP MOTORİN (TL/LT);MOTORİN (TL/LT);KALORİFER YAKITI (TL/KG);FUEL OIL (TL/KG);Y.K. FUEL OIL (TL/KG)
18.Ara.14;4,23 ;3,12 ;3,79 ;3,77 ;2,10 ;2,09 ;1,78 
19.Ara.14;4,23 ;3,12 ;3,79 ;3,77 ;2,09 ;2,08 ;1,76 
25.Ara.14;4,23 ;3,12 ;3,75 ;3,73 ;2,09 ;2,08 ;1,76 
26.Ara.14;4,23 ;3,12 ;3,75 ;3,73 ;2,04 ;2,02 ;1,73 
30.Ara.14;4,23 ;3,05 ;3,75 ;3,73 ;2,04 ;2,02 ;1,73 
1.Oca.15;4,23 ;3,05 ;3,75 ;3,73 ;2,04 ;2,02 ;1,73 
3.Oca.15;4,15 ;3,05 ;3,66 ;3,64 ;1,96 ;1,95 ;1,68 
6.Oca.15;4,18 ;3,05 ;3,66 ;3,64 ;1,96 ;1,95 ;1,68 
7.Oca.15;4,13 ;3,05 ;3,66 ;3,64 ;1,96 ;1,95 ;1,68 
8.Oca.15;4,13 ;2,91 ;3,66 ;3,64 ;1,90 ;1,90 ;1,62 
9.Oca.15;4,13 ;2,91 ;3,58 ;3,56 ;1,89 ;1,89 ;1,59 
13.Oca.15;4,13 ;2,84 ;3,58 ;3,56 ;1,89 ;1,89 ;1,59 
14.Oca.15;4,08 ;2,84 ;3,58 ;3,56 ;1,89 ;1,89 ;1,59 
15.Oca.15;4,04 ;2,78 ;3,52 ;3,50 ;1,89 ;1,89 ;1,59 
16.Oca.15;4,04 ;2,78 ;3,52 ;3,50 ;1,83 ;1,85 ;1,55 
17.Oca.15;4,04 ;2,78 ;3,52 ;3,50 ;1,84 ;1,85 ;1,57 
20.Oca.15;4,10 ;2,84 ;3,58 ;3,56 ;1,84 ;1,85 ;1,57 
21.Oca.15;4,10 ;2,84 ;3,58 ;3,56 ;1,89 ;1,91 ;1,60 
30.Oca.15;4,17 ;2,84 ;3,58 ;3,56 ;1,89 ;1,91 ;1,60 
31.Oca.15;4,17 ;2,84 ;3,58 ;3,56 ;1,94 ;1,97 ;1,64 
3.Şub.15;4,17 ;2,84 ;3,64 ;3,62 ;1,94 ;1,97 ;1,64 
4.Şub.15;4,30 ;3,01 ;3,73 ;3,71 ;2,00 ;1,98 ;1,72 
5.Şub.15;4,30 ;3,06 ;3,73 ;3,71 ;2,06 ;2,03 ;1,77 
7.Şub.15;4,30 ;3,06 ;3,73 ;3,71 ;2,11 ;2,09 ;1,81 
10.Şub.15;4,30 ;3,06 ;3,83 ;3,81 ;2,11 ;2,09 ;1,81 
11.Şub.15;4,41 ;3,18 ;3,89 ;3,87 ;2,18 ;2,14 ;1,87 
13.Şub.15;4,36 ;3,18 ;3,89 ;3,87 ;2,13 ;2,11 ;1,83 
14.Şub.15;4,36 ;3,18 ;3,89 ;3,87 ;2,17 ;2,14 ;1,87 
17.Şub.15;4,43 ;3,18 ;3,89 ;3,87 ;2,21 ;2,18 ;1,90 
21.Şub.15;4,33 ;3,19 ;3,78 ;3,78 ;2,07 ;2,24 ;1,91 
24.Şub.15;4,33 ;3,19 ;3,78 ;3,78 ;2,04 ;2,20 ;1,87 
3.Mar.15;4,45 ;3,19 ;3,78 ;3,78 ;2,04 ;2,20 ;1,87 
4.Mar.15;4,45 ;3,19 ;3,83 ;3,83 ;2,04 ;2,20 ;1,87 
5.Mar.15;4,45 ;3,19 ;3,83 ;3,83 ;2,11 ;2,22 ;1,93 
14.Mar.15;4,45 ;3,19 ;3,83 ;3,83 ;2,06 ;2,18 ;1,92 
18.Mar.15;4,45 ;3,11 ;3,72 ;3,72 ;2,00 ;2,13 ;1,88 
19.Mar.15;4,36 ;3,11 ;3,72 ;3,72 ;2,00 ;2,13 ;1,88 
27.Mar.15;4,42 ;3,11 ;3,72 ;3,72 ;2,00 ;2,13 ;1,88 
28.Mar.15;4,42 ;3,11 ;3,72 ;3,72 ;2,08 ;2,15 ;1,95 
31.Mar.15;4,46 ;3,23 ;3,72 ;3,72 ;2,08 ;2,15 ;1,95 
1.Nis.15;4,46 ;3,23 ;3,72 ;3,72 ;2,02 ;2,10 ;1,90 
2.Nis.15;4,39 ;3,23 ;3,72 ;3,72 ;2,02 ;2,10 ;1,90 
3.Nis.15;4,39 ;3,23 ;3,76 ;3,76 ;2,02 ;2,10 ;1,90 
4.Nis.15;4,39 ;3,12 ;3,76 ;3,76 ;2,02 ;2,10 ;1,90 
16.Nis.15;4,50 ;3,23 ;3,76 ;3,76 ;2,13 ;2,20 ;2,00 
17.Nis.15;4,57 ;3,29 ;3,90 ;3,90 ;2,18 ;2,24 ;2,04 
21.Nis.15;4,57 ;3,29 ;3,90 ;3,90 ;2,21 ;2,26 ;2,07 
22.Nis.15;4,60 ;3,28 ;3,96 ;3,94 ;2,21 ;2,26 ;2,07 
29.Nis.15;4,70 ;3,36 ;4,05 ;4,03 ;2,21 ;2,26 ;2,07 
1.May.15;4,70 ;3,36 ;4,05 ;4,03 ;2,27 ;2,29 ;2,09 
9.May.15;4,70 ;3,41 ;4,05 ;4,03 ;2,34 ;2,33 ;2,13 
12.May.15;4,70 ;3,41 ;4,05 ;4,03 ;2,34 ;2,33 ;2,13 
15.May.15;4,70 ;3,41 ;4,05 ;4,03 ;2,34 ;2,33 ;2,13 
21.May.15;4,70 ;3,24 ;4,05 ;4,03 ;2,24 ;2,18 ;1,99 
22.May.15;4,65 ;3,24 ;4,05 ;4,03 ;2,24 ;2,18 ;1,99 
23.May.15;4,65 ;3,29 ;4,06 ;4,04 ;2,24 ;2,18 ;1,99 
26.May.15;4,65 ;3,29 ;4,01 ;3,99 ;2,24 ;2,18 ;1,99 
27.May.15;4,65 ;3,29 ;4,01 ;3,99 ;2,29 ;2,22 ;2,04 
10.Haz.15;4,80 ;3,29 ;4,01 ;3,99 ;2,29 ;2,22 ;2,04 
13.Haz.15;4,87 ;3,29 ;4,01 ;3,99 ;2,29 ;2,22 ;2,04 
16.Haz.15;4,87 ;3,38 ;4,01 ;3,99 ;2,31 ;2,28 ;2,11 
19.Haz.15;4,89 ;3,38 ;4,01 ;3,99 ;2,31 ;2,28 ;2,11 
24.Haz.15;4,75 ;3,38 ;4,01 ;3,99 ;2,31 ;2,28 ;2,11 
30.Haz.15;4,75 ;3,30 ;4,02 ;4,00 ;2,31 ;2,28 ;2,11 
2.Tem.15;4,75 ;3,30 ;4,02 ;4,00 ;2,28 ;2,25 ;2,08 
8.Tem.15;4,75 ;3,30 ;4,02 ;4,00 ;2,17 ;2,15 ;1,97 
9.Tem.15;4,75 ;3,13 ;3,85 ;3,83 ;2,12 ;2,10 ;1,91 
11.Tem.15;4,75 ;3,13 ;3,85 ;3,83 ;2,17 ;2,15 ;1,96 
14.Tem.15;4,76 ;3,13 ;3,86 ;3,84 ;2,17 ;2,15 ;1,96 
21.Tem.15;4,64 ;3,13 ;3,86 ;3,84 ;2,10 ;2,09 ;1,90 
23.Tem.15;4,64 ;3,13 ;3,86 ;3,84 ;2,13 ;2,13 ;1,94 
31.Tem.15;4,64 ;3,13 ;3,86 ;3,84 ;2,13 ;2,13 ;1,93 
5.Ağu.15;4,64 ;3,13 ;3,86 ;3,84 ;2,07 ;2,06 ;1,86 
6.Ağu.15;4,55 ;3,07 ;3,86 ;3,84 ;2,07 ;2,06 ;1,86 
8.Ağu.15;4,55 ;3,07 ;3,78 ;3,76 ;2,07 ;2,06 ;1,86 
15.Ağu.15;4,55 ;3,07 ;3,78 ;3,76 ;2,04 ;2,02 ;1,83 
20.Ağu.15;4,55 ;3,07 ;3,84 ;3,82 ;2,04 ;2,02 ;1,83 
22.Ağu.15;4,55 ;3,17 ;3,84 ;3,82 ;2,04 ;2,02 ;1,83 
25.Ağu.15;4,55 ;3,09 ;3,84 ;3,82 ;2,04 ;2,02 ;1,83 
26.Ağu.15;4,40 ;3,09 ;3,84 ;3,82 ;1,97 ;1,94 ;1,74 
27.Ağu.15;4,40 ;3,09 ;3,75 ;3,73 ;1,95 ;1,91 ;1,74 
28.Ağu.15;4,35 ;3,09 ;3,75 ;3,73 ;1,95 ;1,91 ;1,74 
29.Ağu.15;4,40 ;3,09 ;3,75 ;3,73 ;1,95 ;1,91 ;1,74 
1.Eyl.15;4,49 ;3,09 ;3,89 ;3,87 ;2,09 ;2,04 ;1,88 
3.Eyl.15;4,49 ;3,21 ;3,89 ;3,87 ;2,09 ;2,04 ;1,88 
10.Eyl.15;4,55 ;3,21 ;3,89 ;3,87 ;2,09 ;2,04 ;1,88 
11.Eyl.15;4,55 ;3,25 ;3,92 ;3,90 ;2,09 ;2,04 ;1,88 
17.Eyl.15;4,44 ;3,25 ;3,92 ;3,90 ;2,07 ;2,02 ;1,87 
18.Eyl.15;4,49 ;3,25 ;3,92 ;3,90 ;2,11 ;2,05 ;1,91 
19.Eyl.15;4,51 ;3,25 ;3,92 ;3,90 ;2,09 ;2,03 ;1,88 
22.Eyl.15;4,51 ;3,25 ;3,92 ;3,90 ;2,05 ;1,99 ;1,84 
30.Eyl.15;4,51 ;3,20 ;3,92 ;3,90 ;2,05 ;1,99 ;1,84 
7.Eki.15;4,51 ;3,20 ;3,92 ;3,90 ;2,11 ;2,07 ;1,91 
8.Eki.15;4,51 ;3,20 ;3,92 ;3,90 ;2,14 ;2,11 ;1,92 
10.Eki.15;4,51 ;3,20 ;3,92 ;3,90 ;2,14 ;2,11 ;1,92 
15.Eki.15;4,51 ;3,20 ;3,80 ;3,78 ;2,05 ;2,05 ;1,87 
16.Eki.15;4,41 ;3,20 ;3,80 ;3,78 ;2,05 ;2,05 ;1,87 
17.Eki.15;4,36 ;3,20 ;3,80 ;3,78 ;2,00 ;1,99 ;1,81 
20.Eki.15;4,36 ;3,20 ;3,80 ;3,78 ;2,03 ;2,03 ;1,83 
21.Eki.15;4,36 ;3,09 ;3,80 ;3,78 ;1,99 ;1,98 ;1,80 
22.Eki.15;4,36 ;3,09 ;3,80 ;3,78 ;2,01 ;2,02 ;1,80 
28.Eki.15;4,36 ;3,09 ;3,75 ;3,73 ;2,01 ;2,02 ;1,80 
5.Kas.15;4,36 ;3,09 ;3,75 ;3,73 ;2,01 ;1,99 ;1,81 
12.Kas.15;4,37 ;3,09 ;3,76 ;3,74 ;2,00 ;2,00 ;1,77 
14.Kas.15;4,37 ;3,09 ;3,76 ;3,74 ;1,94 ;1,95 ;1,69 
18.Kas.15;4,28 ;2,98 ;3,76 ;3,74 ;1,90 ;1,92 ;1,66 
19.Kas.15;4,28 ;2,98 ;3,70 ;3,68 ;1,90 ;1,92 ;1,66 
25.Kas.15;4,28 ;3,03 ;3,70 ;3,68 ;1,93 ;1,94 ;1,70 
26.Kas.15;4,40 ;3,03 ;3,70 ;3,68 ;1,93 ;1,94 ;1,70 
4.Ara.15;4,40 ;3,03 ;3,70 ;3,68 ;1,86 ;1,90 ;1,64 
5.Ara.15;4,40 ;2,97 ;3,62 ;3,60 ;1,86 ;1,90 ;1,64 
8.Ara.15;4,32 ;2,97 ;3,62 ;3,60 ;1,86 ;1,89 ;1,62 
9.Ara.15;4,28 ;2,97 ;3,62 ;3,60 ;1,81 ;1,85 ;1,56 
11.Ara.15;4,28 ;2,91 ;3,55 ;3,53 ;1,81 ;1,85 ;1,56 
15.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,81 ;1,85 ;1,56 
16.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,76 ;1,84 ;1,56 
17.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,78 ;1,85 ;1,58 
18.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,76 ;1,83 ;1,56 
22.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,75 ;1,79 ;1,54 
23.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,71 ;1,75 ;1,51 
26.Ara.15;4,28 ;2,86 ;3,47 ;3,45 ;1,75 ;1,79 ;1,54 
1.Oca.16;4,28 ;2,86 ;3,47 ;3,45 ;1,75 ;1,79 ;1,54 
6.Oca.16;4,28 ;2,81 ;3,47 ;3,45 ;1,75 ;1,79 ;1,54 
12.Oca.16;4,28 ;2,81 ;3,39 ;3,37 ;1,68 ;1,74 ;1,50 
13.Oca.16;4,28 ;2,75 ;3,39 ;3,37 ;1,67 ;1,72 ;1,48 
14.Oca.16;4,21 ;2,75 ;3,40 ;3,38 ;1,65 ;1,70 ;1,48 
15.Oca.16;4,21 ;2,70 ;3,34 ;3,32 ;1,65 ;1,70 ;1,48 
20.Oca.16;4,21 ;2,70 ;3,34 ;3,32 ;1,60 ;1,66 ;1,45 
21.Oca.16;4,21 ;2,65 ;3,34 ;3,32 ;1,60 ;1,66 ;1,45 
22.Oca.16;4,21 ;2,59 ;3,24 ;3,22 ;1,60 ;1,66 ;1,45 
23.Oca.16;4,21 ;2,63 ;3,28 ;3,26 ;1,60 ;1,70 ;1,48 
26.Oca.16;4,21 ;2,70 ;3,35 ;3,33 ;1,66 ;1,75 ;1,54 
30.Oca.16;4,21 ;2,78 ;3,35 ;3,33 ;1,72 ;1,79 ;1,59 
2.Şub.16;4,21 ;2,78 ;3,41 ;3,39 ;1,72 ;1,79 ;1,59 
4.Şub.16;4,21 ;2,78 ;3,36 ;3,34 ;1,72 ;1,79 ;1,59 
5.Şub.16;4,21 ;2,78 ;3,40 ;3,38 ;1,72 ;1,79 ;1,59 
6.Şub.16;4,14 ;2,78 ;3,40 ;3,38 ;1,72 ;1,79 ;1,59 
9.Şub.16;4,14 ;2,78 ;3,40 ;3,38 ;1,68 ;1,74 ;1,55 
10.Şub.16;4,08 ;2,78 ;3,40 ;3,38 ;1,68 ;1,74 ;1,55 
11.Şub.16;4,01 ;2,78 ;3,40 ;3,38 ;1,64 ;1,72 ;1,53 
12.Şub.16;4,01 ;2,64 ;3,40 ;3,38 ;1,62 ;1,70 ;1,50 
13.Şub.16;4,01 ;2,64 ;3,33 ;3,31 ;1,61 ;1,69 ;1,47 
16.Şub.16;4,01 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
17.Şub.16;4,10 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
18.Şub.16;4,05 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
19.Şub.16;4,09 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
23.Şub.16;4,04 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
24.Şub.16;4,09 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
25.Şub.16;4,03 ;2,73 ;3,40 ;3,38 ;1,67 ;1,74 ;1,52 
27.Şub.16;4,09 ;2,73 ;3,40 ;3,38 ;1,65 ;1,72 ;1,52 
1.Mar.16;4,14 ;2,73 ;3,40 ;3,38 ;1,69 ;1,74 ;1,55 
3.Mar.16;4,14 ;2,79 ;3,40 ;3,38 ;1,69 ;1,74 ;1,55 
4.Mar.16;4,14 ;2,79 ;3,47 ;3,45 ;1,69 ;1,74 ;1,55 
9.Mar.16;4,14 ;2,79 ;3,47 ;3,45 ;1,76 ;1,79 ;1,59 
10.Mar.16;4,22 ;2,85 ;3,55 ;3,53 ;1,78 ;1,82 ;1,60 
11.Mar.16;4,28 ;2,85 ;3,55 ;3,53 ;1,80 ;1,83 ;1,62 
12.Mar.16;4,24 ;2,85 ;3,55 ;3,53 ;1,77 ;1,80 ;1,60 
15.Mar.16;4,30 ;2,85 ;3,55 ;3,53 ;1,77 ;1,80 ;1,60 
22.Mar.16;4,30 ;2,85 ;3,55 ;3,53 ;1,75 ;1,78 ;1,57 
24.Mar.16;4,30 ;2,89 ;3,55 ;3,53 ;1,76 ;1,79 ;1,59 
26.Mar.16;4,30 ;2,89 ;3,55 ;3,53 ;1,72 ;1,77 ;1,56 
29.Mar.16;4,30 ;2,85 ;3,55 ;3,53 ;1,72 ;1,77 ;1,56 
31.Mar.16;4,30 ;2,85 ;3,47 ;3,45 ;1,72 ;1,77 ;1,56 
6.Nis.16;4,30 ;2,75 ;3,47 ;3,45 ;1,61 ;1,68 ;1,51 
7.Nis.16;4,30 ;2,72 ;3,47 ;3,45 ;1,61 ;1,68 ;1,51 
8.Nis.16;4,30 ;2,76 ;3,44 ;3,42 ;1,61 ;1,68 ;1,51 
9.Nis.16;4,27 ;2,76 ;3,44 ;3,42 ;1,63 ;1,71 ;1,55 
12.Nis.16;4,34 ;2,85 ;3,52 ;3,50 ;1,71 ;1,78 ;1,61 
13.Nis.16;4,34 ;2,85 ;3,52 ;3,50 ;1,72 ;1,79 ;1,61 
15.Nis.16;4,40 ;2,85 ;3,58 ;3,56 ;1,72 ;1,79 ;1,61 
20.Nis.16;4,33 ;2,85 ;3,58 ;3,56 ;1,72 ;1,79 ;1,61 
21.Nis.16;4,33 ;2,89 ;3,58 ;3,56 ;1,72 ;1,79 ;1,61 
26.Nis.16;4,33 ;2,89 ;3,58 ;3,56 ;1,78 ;1,82 ;1,65 
27.Nis.16;4,39 ;2,89 ;3,65 ;3,63 ;1,78 ;1,82 ;1,65 
29.Nis.16;4,39 ;2,93 ;3,65 ;3,63 ;1,78 ;1,82 ;1,65 
3.May.16;4,39 ;2,93 ;3,65 ;3,63 ;1,83 ;1,83 ;1,69 
7.May.16;4,39 ;2,93 ;3,65 ;3,63 ;1,83 ;1,83 ;1,69 
13.May.16;4,39 ;2,93 ;3,76 ;3,74 ;1,96 ;1,90 ;1,81 
14.May.16;4,39 ;2,93 ;3,76 ;3,74 ;1,96 ;1,90 ;1,81 
17.May.16;4,50 ;3,05 ;3,76 ;3,74 ;1,96 ;1,90 ;1,81 
18.May.16;4,55 ;3,10 ;3,76 ;3,74 ;1,96 ;1,90 ;1,81 
21.May.16;4,55 ;3,10 ;3,83 ;3,81 ;2,02 ;1,90 ;1,81 
24.May.16;4,55 ;3,10 ;3,83 ;3,81 ;2,06 ;1,91 ;1,84 
28.May.16;4,55 ;3,14 ;3,83 ;3,81 ;2,06 ;1,91 ;1,84 
8.Haz.16;4,55 ;3,14 ;3,83 ;3,81 ;2,08 ;1,94 ;1,84 
9.Haz.16;4,46 ;3,14 ;3,83 ;3,81 ;2,08 ;1,94 ;1,84 
11.Haz.16;4,46 ;3,14 ;3,83 ;3,81 ;2,12 ;1,99 ;1,85 
14.Haz.16;4,46 ;3,14 ;3,83 ;3,81 ;2,09 ;1,95 ;1,84 
18.Haz.16;4,46 ;3,14 ;3,83 ;3,81 ;2,04 ;1,92 ;1,79 
21.Haz.16;4,46 ;3,08 ;3,83 ;3,81 ;2,07 ;1,94 ;1,82 
22.Haz.16;4,46 ;3,08 ;3,83 ;3,81 ;2,09 ;1,95 ;1,84 
28.Haz.16;4,47 ;3,08 ;3,83 ;3,81 ;2,09 ;1,95 ;1,84 
29.Haz.16;4,43 ;3,08 ;3,83 ;3,81 ;2,09 ;1,95 ;1,84 
2.Tem.16;4,43 ;3,08 ;3,83 ;3,81 ;2,12 ;1,99 ;1,89 
9.Tem.16;4,30 ;3,08 ;3,75 ;3,73 ;2,12 ;1,99 ;1,89 
13.Tem.16;4,30 ;3,02 ;3,75 ;3,73 ;2,07 ;1,99 ;1,85 
22.Tem.16;4,36 ;3,02 ;3,75 ;3,73 ;2,07 ;1,99 ;1,85 
23.Tem.16;4,36 ;3,02 ;3,75 ;3,73 ;2,11 ;2,03 ;1,93 
26.Tem.16;4,36 ;3,04 ;3,75 ;3,73 ;2,11 ;2,03 ;1,93 
27.Tem.16;4,36 ;3,04 ;3,75 ;3,73 ;2,06 ;2,02 ;1,87 
29.Tem.16;4,36 ;2,99 ;3,75 ;3,73 ;2,06 ;2,02 ;1,87 
30.Tem.16;4,31 ;2,99 ;3,66 ;3,64 ;2,06 ;2,02 ;1,87 
2.Ağu.16;4,31 ;2,95 ;3,66 ;3,64 ;2,06 ;2,02 ;1,87 
3.Ağu.16;4,31 ;2,92 ;3,66 ;3,64 ;1,96 ;1,96 ;1,79 
4.Ağu.16;4,31 ;2,92 ;3,61 ;3,59 ;1,96 ;1,95 ;1,78 
6.Ağu.16;4,31 ;2,92 ;3,65 ;3,63 ;2,00 ;1,99 ;1,81 
11.Ağu.16;4,36 ;3,00 ;3,65 ;3,63 ;2,00 ;1,99 ;1,81 
13.Ağu.16;4,36 ;3,00 ;3,73 ;3,71 ;2,00 ;1,99 ;1,81 
16.Ağu.16;4,36 ;3,00 ;3,73 ;3,71 ;2,06 ;2,03 ;1,86 
17.Ağu.16;4,36 ;3,00 ;3,73 ;3,71 ;2,09 ;2,06 ;1,89 
18.Ağu.16;4,36 ;3,07 ;3,80 ;3,78 ;2,09 ;2,06 ;1,89 
19.Ağu.16;4,44 ;3,07 ;3,80 ;3,78 ;2,09 ;2,06 ;1,89 
20.Ağu.16;4,44 ;3,07 ;3,80 ;3,78 ;2,14 ;2,10 ;1,94 
3.Eyl.16;4,44 ;3,07 ;3,80 ;3,78 ;2,14 ;2,10 ;1,94 
6.Eyl.16;4,44 ;3,07 ;3,80 ;3,78 ;2,10 ;2,09 ;1,91 
8.Eyl.16;4,63 ;3,31 ;3,98 ;3,96 ;2,10 ;2,09 ;1,91 
10.Eyl.16;4,75 ;3,32 ;4,04 ;4,02 ;2,10 ;2,09 ;1,91 
17.Eyl.16;4,69 ;3,32 ;4,04 ;4,02 ;2,10 ;2,09 ;1,91 
21.Eyl.16;4,69 ;3,30 ;4,05 ;4,03 ;2,10 ;2,09 ;1,91 
4.Eki.16;4,69 ;3,30 ;4,05 ;4,03 ;2,19 ;2,15 ;1,95 
5.Eki.16;4,69 ;3,41 ;4,05 ;4,03 ;2,22 ;2,19 ;1,95 
6.Eki.16;4,84 ;3,41 ;4,16 ;4,14 ;2,26 ;2,23 ;1,99 
7.Eki.16;4,84 ;3,50 ;4,16 ;4,14 ;2,26 ;2,23 ;1,99 
8.Eki.16;4,84 ;3,50 ;4,16 ;4,14 ;2,32 ;2,29 ;2,02 
12.Eki.16;4,84 ;3,50 ;4,24 ;4,22 ;2,35 ;2,32 ;2,07 
18.Eki.16;4,84 ;3,50 ;4,24 ;4,22 ;2,35 ;2,32 ;2,07 
2.Kas.16;4,84 ;3,50 ;4,24 ;4,22 ;2,26 ;2,23 ;2,03 
3.Kas.16;4,84 ;3,50 ;4,14 ;4,12 ;2,23 ;2,20 ;2,01 
5.Kas.16;4,76 ;3,43 ;4,14 ;4,12 ;2,23 ;2,20 ;2,01 
8.Kas.16;4,76 ;3,43 ;4,09 ;4,07 ;2,23 ;2,20 ;2,01 
15.Kas.16;4,76 ;3,43 ;4,09 ;4,07 ;2,23 ;2,20 ;2,01 
18.Kas.16;4,76 ;3,43 ;4,18 ;4,16 ;2,23 ;2,20 ;2,01 
19.Kas.16;4,76 ;3,56 ;4,18 ;4,16 ;2,23 ;2,20 ;2,01 
22.Kas.16;4,76 ;3,56 ;4,18 ;4,16 ;2,39 ;2,37 ;2,16 
23.Kas.16;4,92 ;3,68 ;4,29 ;4,27 ;2,46 ;2,43 ;2,21 
3.Ara.16;4,92 ;3,68 ;4,29 ;4,27 ;2,47 ;2,52 ;2,34 
6.Ara.16;5,07 ;3,85 ;4,45 ;4,43 ;2,47 ;2,52 ;2,34 
7.Ara.16;5,07 ;3,85 ;4,45 ;4,43 ;2,60 ;2,53 ;2,39 
10.Ara.16;5,07 ;3,85 ;4,45 ;4,43 ;2,48 ;2,42 ;2,28 
13.Ara.16;5,07 ;3,85 ;4,45 ;4,43 ;2,60 ;2,48 ;2,35 
14.Ara.16;5,07 ;3,85 ;4,45 ;4,43 ;2,66 ;2,56 ;2,44 
23.Ara.16;5,17 ;3,85 ;4,45 ;4,43 ;2,66 ;2,56 ;2,44 
31.Ara.16;5,17 ;3,85 ;4,58 ;4,56 ;2,65 ;2,56 ;2,44 
1.Oca.17;5,17 ;3,85 ;4,58 ;4,56 ;2,65 ;2,56 ;2,44 
3.Oca.17;5,17 ;4,02 ;4,58 ;4,56 ;2,71 ;2,62 ;2,51 
7.Oca.17;5,17 ;4,02 ;4,58 ;4,56 ;2,80 ;2,74 ;2,59 
11.Oca.17;5,24 ;4,02 ;4,58 ;4,56 ;2,88 ;2,84 ;2,62 
12.Oca.17;5,24 ;4,02 ;4,58 ;4,56 ;2,86 ;2,80 ;2,62 
13.Oca.17;5,24 ;4,02 ;4,58 ;4,56 ;2,93 ;2,86 ;2,70 
14.Oca.17;5,39 ;4,25 ;4,71 ;4,69 ;2,93 ;2,86 ;2,70 
26.Oca.17;5,39 ;4,15 ;4,65 ;4,63 ;2,83 ;2,74 ;2,63 
28.Oca.17;5,39 ;4,15 ;4,65 ;4,63 ;2,92 ;2,83 ;2,69 
2.Şub.17;5,39 ;4,15 ;4,65 ;4,63 ;2,86 ;2,76 ;2,61 
10.Şub.17;5,33 ;4,15 ;4,65 ;4,63 ;2,86 ;2,76 ;2,61 
14.Şub.17;5,33 ;4,15 ;4,65 ;4,63 ;2,86 ;2,76 ;2,61 
18.Şub.17;5,33 ;4,15 ;4,65 ;4,63 ;2,75 ;2,64 ;2,57 
24.Şub.17;5,22 ;4,15 ;4,65 ;4,63 ;2,75 ;2,64 ;2,57 
2.Mar.17;5,22 ;4,05 ;4,58 ;4,56 ;2,75 ;2,64 ;2,57 
10.Mar.17;5,22 ;4,05 ;4,58 ;4,56 ;2,75 ;2,64 ;2,57 
15.Mar.17;5,14 ;4,05 ;4,58 ;4,56 ;2,59 ;2,50 ;2,41 
17.Mar.17;5,14 ;3,99 ;4,51 ;4,49 ;2,59 ;2,50 ;2,41 
24.Mar.17;5,14 ;3,99 ;4,51 ;4,49 ;2,49 ;2,40 ;2,31 
