DATE;KURŞUNSUZ BENZİN (TL/LT);GAZ YAĞI (TL/LT);TP MOTORİN (TL/LT);MOTORİN (TL/LT);KALORİFER YAKITI (TL/KG);FUEL OIL (TL/KG);Y.K. FUEL OIL (TL/KG)
25.Mar.17;5,14 ;3,99 ;4,44 ;4,42 ;2,49 ;2,40 ;2,31 
1.Nis.17;5,14 ;4,00 ;4,44 ;4,42 ;2,59 ;2,50 ;2,38 
4.Nis.17;5,14 ;4,00 ;4,44 ;4,42 ;2,59 ;2,50 ;2,38 
5.Nis.17;5,26 ;4,00 ;4,53 ;4,51 ;2,59 ;2,50 ;2,38 
8.Nis.17;5,26 ;4,00 ;4,64 ;4,62 ;2,70 ;2,50 ;2,36 
11.Nis.17;5,36 ;4,13 ;4,64 ;4,62 ;2,70 ;2,50 ;2,36 
25.Nis.17;5,36 ;4,13 ;4,64 ;4,62 ;2,58 ;2,37 ;2,26 
26.Nis.17;5,22 ;3,95 ;4,64 ;4,62 ;2,58 ;2,37 ;2,26 
27.Nis.17;5,22 ;3,95 ;4,51 ;4,49 ;2,58 ;2,37 ;2,26 
3.May.17;5,13 ;3,95 ;4,51 ;4,49 ;2,58 ;2,37 ;2,26 
4.May.17;5,13 ;3,95 ;4,51 ;4,49 ;2,58 ;2,37 ;2,26 
5.May.17;5,06 ;3,61 ;4,41 ;4,39 ;2,47 ;2,21 ;2,09 
17.May.17;5,06 ;3,61 ;4,41 ;4,39 ;2,52 ;2,25 ;2,16 
18.May.17;5,12 ;3,61 ;4,48 ;4,46 ;2,52 ;2,25 ;2,16 
23.May.17;5,12 ;3,70 ;4,57 ;4,55 ;2,52 ;2,25 ;2,16 
24.May.17;5,20 ;3,76 ;4,57 ;4,55 ;2,52 ;2,25 ;2,16 
25.May.17;5,20 ;3,76 ;4,57 ;4,55 ;2,57 ;2,29 ;2,19 
2.Haz.17;5,09 ;3,64 ;4,43 ;4,41 ;2,43 ;2,17 ;2,07 
3.Haz.17;5,09 ;3,64 ;4,43 ;4,41 ;2,46 ;2,21 ;2,10 
7.Haz.17;5,09 ;3,64 ;4,43 ;4,41 ;2,39 ;2,16 ;2,05 
9.Haz.17;5,09 ;3,53 ;4,43 ;4,41 ;2,39 ;2,16 ;2,05 
10.Haz.17;5,09 ;3,53 ;4,35 ;4,33 ;2,39 ;2,16 ;2,05 
13.Haz.17;5,02 ;3,53 ;4,35 ;4,33 ;2,39 ;2,16 ;2,05 
17.Haz.17;4,94 ;3,53 ;4,35 ;4,33 ;2,32 ;2,08 ;2,01 
5.Tem.17;5,07 ;3,65 ;4,35 ;4,33 ;2,43 ;2,16 ;2,10 
6.Tem.17;5,07 ;3,65 ;4,46 ;4,44 ;2,43 ;2,16 ;2,10 
12.Tem.17;5,07 ;3,65 ;4,46 ;4,44 ;2,38 ;2,10 ;2,07 
27.Tem.17;5,07 ;3,65 ;4,46 ;4,44 ;2,46 ;2,17 ;2,12 
1.Ağu.17;5,18 ;3,76 ;4,57 ;4,55 ;2,46 ;2,17 ;2,12 
2.Ağu.17;5,18 ;3,76 ;4,57 ;4,55 ;2,46 ;2,17 ;2,12 
22.Ağu.17;5,18 ;3,76 ;4,50 ;4,48 ;2,46 ;2,17 ;2,12 
6.Eyl.17;5,27 ;3,76 ;4,58 ;4,56 ;2,46 ;2,17 ;2,12 
8.Eyl.17;5,27 ;3,81 ;4,64 ;4,62 ;2,52 ;2,20 ;2,15 
27.Eyl.17;5,27 ;3,96 ;4,77 ;4,75 ;2,65 ;2,32 ;2,25 
3.Eki.17;5,27 ;3,96 ;4,77 ;4,75 ;2,65 ;2,32 ;2,25 
14.Eki.17;5,27 ;3,96 ;4,77 ;4,75 ;2,65 ;2,32 ;2,25 
17.Eki.17;5,27 ;3,96 ;4,77 ;4,75 ;2,74 ;2,40 ;2,32 
26.Eki.17;5,36 ;3,96 ;4,77 ;4,75 ;2,74 ;2,40 ;2,32 
28.Eki.17;5,36 ;4,12 ;4,77 ;4,75 ;2,74 ;2,40 ;2,32 
31.Eki.17;5,49 ;4,21 ;4,95 ;4,93 ;2,88 ;2,52 ;2,47 
2.Kas.17;5,49 ;4,21 ;4,95 ;4,93 ;2,88 ;2,52 ;2,47 
7.Kas.17;5,49 ;4,21 ;4,95 ;4,93 ;2,95 ;2,62 ;2,54 
8.Kas.17;5,49 ;4,21 ;4,95 ;4,93 ;3,04 ;2,69 ;2,62 
9.Kas.17;5,62 ;4,21 ;4,95 ;4,93 ;3,04 ;2,69 ;2,62 
10.Kas.17;5,62 ;4,36 ;4,95 ;4,93 ;3,04 ;2,69 ;2,62 
11.Kas.17;5,62 ;4,36 ;5,06 ;5,04 ;3,04 ;2,69 ;2,62 
21.Kas.17;5,62 ;4,36 ;5,06 ;5,04 ;3,02 ;2,65 ;2,59 
22.Kas.17;5,55 ;4,36 ;5,06 ;5,04 ;3,02 ;2,65 ;2,59 
23.Kas.17;5,55 ;4,36 ;5,06 ;5,04 ;3,02 ;2,65 ;2,59 
24.Kas.17;5,63 ;4,36 ;5,06 ;5,04 ;3,02 ;2,65 ;2,59 
8.Ara.17;5,49 ;4,36 ;5,06 ;5,04 ;3,02 ;2,65 ;2,59 
9.Ara.17;5,49 ;4,36 ;5,06 ;5,04 ;2,92 ;2,55 ;2,47 
14.Ara.17;5,58 ;4,36 ;5,06 ;5,04 ;2,92 ;2,55 ;2,47 
22.Ara.17;5,58 ;4,36 ;5,06 ;5,04 ;3,01 ;2,65 ;2,54 
1.Oca.18;5,58 ;4,37 ;5,06 ;5,04 ;3,01 ;2,65 ;2,54 
4.Oca.18;5,58 ;4,37 ;5,06 ;5,04 ;3,01 ;2,65 ;2,54 
6.Oca.18;5,58 ;4,37 ;5,14 ;5,11 ;3,01 ;2,65 ;2,54 
9.Oca.18;5,58 ;4,37 ;5,14 ;5,11 ;3,05 ;2,69 ;2,58 
12.Oca.18;5,58 ;4,47 ;5,14 ;5,11 ;3,05 ;2,69 ;2,58 
16.Oca.18;5,66 ;4,47 ;5,16 ;5,13 ;3,05 ;2,69 ;2,58 
25.Oca.18;5,79 ;4,47 ;5,16 ;5,13 ;3,05 ;2,69 ;2,58 
2.Şub.18;5,79 ;4,47 ;5,16 ;5,13 ;3,05 ;2,69 ;2,58 
9.Şub.18;5,63 ;4,47 ;5,16 ;5,13 ;3,05 ;2,69 ;2,58 
10.Şub.18;5,63 ;4,47 ;5,16 ;5,13 ;2,96 ;2,59 ;2,51 
14.Şub.18;5,53 ;4,33 ;4,99 ;4,96 ;2,96 ;2,59 ;2,51 
24.Şub.18;5,53 ;4,48 ;5,12 ;5,09 ;2,96 ;2,59 ;2,51 
28.Şub.18;5,64 ;4,48 ;5,12 ;5,09 ;2,96 ;2,59 ;2,51 
6.Mar.18;5,64 ;4,48 ;5,12 ;5,09 ;2,96 ;2,59 ;2,51 
9.Mar.18;5,64 ;4,48 ;5,12 ;5,09 ;2,96 ;2,59 ;2,51 
14.Mar.18;5,64 ;4,36 ;5,12 ;5,09 ;2,96 ;2,59 ;2,51 
21.Mar.18;5,80 ;4,36 ;5,12 ;5,09 ;3,10 ;2,70 ;2,61 
22.Mar.18;5,80 ;4,53 ;5,12 ;5,09 ;3,10 ;2,70 ;2,61 
23.Mar.18;5,80 ;4,53 ;5,30 ;5,27 ;3,10 ;2,70 ;2,61 
27.Mar.18;5,92 ;4,53 ;5,30 ;5,27 ;3,10 ;2,70 ;2,61 
28.Mar.18;5,92 ;4,65 ;5,30 ;5,27 ;3,10 ;2,70 ;2,61 
29.Mar.18;5,92 ;4,65 ;5,30 ;5,27 ;3,09 ;2,65 ;2,57 
7.Nis.18;5,92 ;4,65 ;5,30 ;5,27 ;3,09 ;2,65 ;2,57 
12.Nis.18;5,92 ;4,65 ;5,48 ;5,45 ;3,09 ;2,65 ;2,57 
13.Nis.18;5,92 ;4,95 ;5,61 ;5,58 ;3,31 ;2,84 ;2,74 
14.Nis.18;6,08 ;4,95 ;5,61 ;5,58 ;3,31 ;2,84 ;2,74 
18.Nis.18;6,08 ;4,95 ;5,61 ;5,58 ;3,31 ;2,84 ;2,74 
8.May.18;6,08 ;4,95 ;5,61 ;5,58 ;3,44 ;2,97 ;2,87 
10.May.18;6,05 ;4,95 ;5,55 ;5,52 ;3,44 ;2,97 ;2,87 
11.May.18;6,05 ;5,19 ;5,55 ;5,52 ;3,44 ;2,97 ;2,87 
12.May.18;6,05 ;5,19 ;5,55 ;5,52 ;3,56 ;3,09 ;2,99 
15.May.18;6,23 ;5,19 ;5,70 ;5,67 ;3,56 ;3,09 ;2,99 
17.May.18;6,23 ;5,19 ;5,70 ;5,67 ;3,73 ;3,23 ;3,15 
22.May.18;6,23 ;5,44 ;5,70 ;5,67 ;3,85 ;3,34 ;3,27 
25.May.18;6,23 ;5,77 ;5,70 ;5,67 ;4,15 ;3,60 ;3,52 
26.May.18;6,23 ;5,77 ;5,70 ;5,67 ;4,02 ;3,49 ;3,41 
29.May.18;6,23 ;5,57 ;5,70 ;5,67 ;4,02 ;3,49 ;3,41 
30.May.18;6,23 ;5,57 ;5,70 ;5,67 ;3,85 ;3,34 ;3,26 
31.May.18;6,23 ;5,42 ;5,70 ;5,67 ;3,85 ;3,34 ;3,26 
2.Haz.18;6,23 ;5,42 ;5,70 ;5,67 ;3,85 ;3,34 ;3,26 
6.Haz.18;6,23 ;5,42 ;5,70 ;5,67 ;3,85 ;3,34 ;3,26 
3.Tem.18;6,23 ;5,42 ;5,70 ;5,67 ;3,89 ;3,42 ;3,39 
17.Tem.18;6,23 ;5,42 ;5,70 ;5,67 ;3,89 ;3,42 ;3,39 
18.Tem.18;6,23 ;5,42 ;5,70 ;5,67 ;3,89 ;3,42 ;3,39 
31.Tem.18;6,23 ;5,63 ;5,70 ;5,67 ;3,89 ;3,42 ;3,39 
1.Ağu.18;6,23 ;5,63 ;5,70 ;5,67 ;4,08 ;3,59 ;3,54 
10.Ağu.18;6,23 ;5,76 ;5,70 ;5,67 ;4,27 ;3,73 ;3,67 
14.Ağu.18;6,23 ;6,33 ;5,70 ;5,67 ;4,78 ;4,16 ;4,10 
15.Ağu.18;6,23 ;6,97 ;5,70 ;5,67 ;5,45 ;4,72 ;4,66 
16.Ağu.18;6,88 ;6,83 ;6,28 ;6,25 ;5,19 ;4,49 ;4,44 
17.Ağu.18;6,88 ;6,37 ;6,28 ;6,25 ;4,78 ;4,13 ;4,09 
18.Ağu.18;6,88 ;6,13 ;6,28 ;6,25 ;4,57 ;3,96 ;3,92 
28.Ağu.18;6,88 ;6,51 ;6,28 ;6,25 ;4,92 ;4,26 ;4,18 
29.Ağu.18;6,88 ;6,68 ;6,28 ;6,25 ;5,07 ;4,39 ;4,31 
1.Eyl.18;6,88 ;6,92 ;6,28 ;6,25 ;5,30 ;4,58 ;4,49 
4.Eyl.18;6,88 ;6,92 ;6,28 ;6,25 ;5,30 ;4,58 ;4,49 
5.Eyl.18;6,88 ;7,17 ;6,28 ;6,25 ;5,47 ;4,71 ;4,59 
8.Eyl.18;6,94 ;7,02 ;6,32 ;6,29 ;5,37 ;4,62 ;4,60 
13.Eyl.18;6,93 ;6,85 ;6,32 ;6,29 ;5,24 ;4,52 ;4,54 
18.Eyl.18;6,93 ;6,52 ;6,32 ;6,29 ;4,93 ;4,26 ;4,26 
19.Eyl.18;6,93 ;6,67 ;6,32 ;6,29 ;5,06 ;4,37 ;4,37 
26.Eyl.18;6,93 ;6,67 ;6,32 ;6,29 ;5,06 ;4,37 ;4,37 
27.Eyl.18;6,93 ;6,67 ;6,32 ;6,29 ;5,19 ;4,50 ;4,47 
4.Eki.18;6,93 ;6,90 ;6,32 ;6,29 ;5,19 ;4,50 ;4,47 
6.Eki.18;6,93 ;6,90 ;6,32 ;6,29 ;5,46 ;4,79 ;4,71 
16.Eki.18;6,96 ;6,90 ;6,35 ;6,32 ;5,12 ;4,48 ;4,43 
19.Eki.18;6,95 ;6,56 ;6,35 ;6,32 ;4,92 ;4,30 ;4,28 
18.Eki.18;6,95 ;6,56 ;6,35 ;6,32 ;4,92 ;4,30 ;4,28 
20.Eki.18;6,99 ;6,56 ;6,37 ;6,34 ;4,92 ;4,30 ;4,28 
31.Eki.18;6,98 ;6,37 ;6,37 ;6,34 ;4,92 ;4,30 ;4,28 
3.Kas.18;6,81 ;6,37 ;6,37 ;6,34 ;4,92 ;4,30 ;4,28 
6.Kas.18;6,81 ;6,14 ;6,37 ;6,34 ;4,63 ;4,08 ;4,12 
7.Kas.18;6,84 ;6,14 ;6,38 ;6,35 ;4,63 ;4,08 ;4,12 
8.Kas.18;6,63 ;5,94 ;6,38 ;6,35 ;4,63 ;4,08 ;4,12 
9.Kas.18;6,63 ;5,94 ;6,38 ;6,35 ;4,56 ;3,99 ;3,97 
17.Kas.18;6,63 ;5,94 ;6,38 ;6,35 ;4,39 ;3,84 ;3,82 
20.Kas.18;6,44 ;5,94 ;6,38 ;6,35 ;4,39 ;3,84 ;3,82 
22.Kas.18;6,44 ;5,66 ;6,38 ;6,35 ;4,20 ;3,68 ;3,66 
23.Kas.18;6,44 ;5,66 ;6,26 ;6,23 ;4,20 ;3,68 ;3,66 
24.Kas.18;6,32 ;5,66 ;6,30 ;6,26 ;4,20 ;3,68 ;3,66 
27.Kas.18;6,19 ;5,43 ;6,10 ;6,06 ;3,96 ;3,48 ;3,46 
29.Kas.18;6,14 ;5,38 ;6,05 ;6,01 ;3,91 ;3,43 ;3,41 
4.Ara.18;6,14 ;5,38 ;6,05 ;6,01 ;3,91 ;3,43 ;3,41 
5.Ara.18;6,14 ;5,30 ;5,97 ;5,93 ;3,91 ;3,43 ;3,41 
6.Ara.18;6,14 ;5,40 ;5,97 ;5,93 ;3,91 ;3,43 ;3,41 
20.Ara.18;6,14 ;5,40 ;5,97 ;5,93 ;3,67 ;3,18 ;3,14 
21.Ara.18;6,14 ;5,22 ;5,97 ;5,93 ;3,67 ;3,18 ;3,14 
22.Ara.18;6,14 ;5,09 ;5,97 ;5,93 ;3,67 ;3,18 ;3,14 
25.Ara.18;5,89 ;5,09 ;5,71 ;5,67 ;3,51 ;3,06 ;2,99 
1.Oca.19;5,89 ;5,09 ;5,71 ;5,67 ;3,51 ;3,07 ;3,00 
3.Oca.19;5,89 ;4,96 ;5,71 ;5,67 ;3,51 ;3,07 ;3,00 
4.Oca.19;5,89 ;5,11 ;5,71 ;5,67 ;3,51 ;3,07 ;3,00 
8.Oca.19;5,89 ;5,11 ;5,71 ;5,67 ;3,75 ;3,31 ;3,22 
9.Oca.19;5,99 ;5,28 ;5,89 ;5,85 ;3,75 ;3,31 ;3,22 
10.Oca.19;6,06 ;5,28 ;5,89 ;5,85 ;3,85 ;3,40 ;3,29 
11.Oca.19;6,06 ;5,46 ;5,89 ;5,85 ;3,96 ;3,49 ;3,44 
15.Oca.19;6,22 ;5,46 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
16.Oca.19;6,22 ;5,46 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
22.Oca.19;6,22 ;5,46 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
25.Oca.19;6,22 ;5,46 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
26.Oca.19;6,22 ;5,31 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
30.Oca.19;6,06 ;5,31 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
5.Şub.19;6,11 ;5,31 ;6,09 ;6,05 ;3,96 ;3,49 ;3,44 
14.Şub.19;6,11 ;5,31 ;6,09 ;6,05 ;4,05 ;3,62 ;3,56 
19.Şub.19;6,39 ;5,31 ;6,09 ;6,05 ;4,05 ;3,62 ;3,56 
20.Şub.19;6,39 ;5,55 ;6,09 ;6,05 ;4,22 ;3,75 ;3,69 
26.Şub.19;6,55 ;5,55 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
27.Şub.19;6,44 ;5,55 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
2.Mar.19;6,44 ;5,55 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
12.Mar.19;6,60 ;5,55 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
19.Mar.19;6,73 ;5,55 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
20.Mar.19;6,73 ;5,55 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
27.Mar.19;6,73 ;5,76 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
29.Mar.19;6,73 ;5,56 ;6,37 ;6,33 ;4,22 ;3,75 ;3,69 
2.Nis.19;6,73 ;5,72 ;6,37 ;6,33 ;4,35 ;3,85 ;3,87 
3.Nis.19;6,92 ;5,72 ;6,37 ;6,33 ;4,35 ;3,85 ;3,87 
10.Nis.19;7,05 ;5,72 ;6,43 ;6,39 ;4,35 ;3,85 ;3,87 
12.Nis.19;7,05 ;5,87 ;6,43 ;6,39 ;4,35 ;3,85 ;3,87 
16.Nis.19;7,06 ;5,87 ;6,43 ;6,39 ;4,53 ;3,97 ;3,98 
23.Nis.19;7,08 ;5,87 ;6,46 ;6,42 ;4,53 ;3,97 ;3,98 
25.Nis.19;7,08 ;6,08 ;6,46 ;6,42 ;4,53 ;3,97 ;3,98 
30.Nis.19;7,08 ;6,08 ;6,46 ;6,42 ;4,59 ;4,04 ;4,03 
3.May.19;7,08 ;6,08 ;6,46 ;6,42 ;4,72 ;4,17 ;4,07 
7.May.19;7,08 ;6,08 ;6,46 ;6,42 ;4,72 ;4,17 ;4,07 
11.May.19;7,08 ;6,08 ;6,46 ;6,42 ;4,72 ;4,17 ;4,07 
15.May.19;7,08 ;6,21 ;6,46 ;6,42 ;4,72 ;4,17 ;4,07 
17.May.19;7,08 ;6,21 ;6,46 ;6,42 ;4,70 ;4,07 ;4,01 
22.May.19;7,08 ;6,21 ;6,46 ;6,42 ;4,83 ;4,28 ;4,08 
25.May.19;7,08 ;6,21 ;6,46 ;6,42 ;4,63 ;4,11 ;3,88 
29.May.19;7,08 ;5,97 ;6,46 ;6,42 ;4,63 ;4,11 ;3,88 
30.May.19;7,08 ;5,97 ;6,46 ;6,42 ;4,63 ;4,11 ;3,88 
1.Haz.19;7,08 ;5,97 ;6,46 ;6,42 ;4,63 ;4,11 ;3,88 
4.Haz.19;6,98 ;5,97 ;6,46 ;6,42 ;4,63 ;4,11 ;3,88 
8.Haz.19;6,80 ;5,51 ;6,25 ;6,21 ;4,25 ;3,88 ;3,55 
13.Haz.19;6,82 ;5,51 ;6,27 ;6,23 ;4,25 ;3,88 ;3,55 
18.Haz.19;6,82 ;5,51 ;6,27 ;6,23 ;4,24 ;3,78 ;3,54 
20.Haz.19;6,82 ;5,65 ;6,27 ;6,23 ;4,24 ;3,78 ;3,54 
25.Haz.19;6,82 ;5,65 ;6,48 ;6,44 ;4,24 ;3,78 ;3,54 
27.Haz.19;6,82 ;5,65 ;6,48 ;6,44 ;4,40 ;3,95 ;3,73 
28.Haz.19;6,82 ;5,84 ;6,48 ;6,44 ;4,40 ;3,95 ;3,73 
2.Tem.19;7,09 ;5,84 ;6,48 ;6,44 ;4,40 ;3,95 ;3,73 
5.Tem.19;6,97 ;5,61 ;6,48 ;6,44 ;4,40 ;3,95 ;3,73 
9.Tem.19;6,97 ;5,61 ;6,33 ;6,29 ;4,30 ;3,91 ;3,67 
10.Tem.19;6,97 ;5,61 ;6,33 ;6,29 ;4,40 ;4,00 ;3,74 
13.Tem.19;6,97 ;5,84 ;6,33 ;6,29 ;4,40 ;4,00 ;3,74 
17.Tem.19;7,09 ;5,84 ;6,48 ;6,44 ;4,40 ;4,00 ;3,74 
18.Tem.19;7,08 ;5,84 ;6,51 ;6,47 ;4,40 ;4,00 ;3,74 
20.Tem.19;6,96 ;5,84 ;6,51 ;6,47 ;4,18 ;3,72 ;3,57 
23.Tem.19;6,96 ;5,84 ;6,38 ;6,34 ;4,18 ;3,72 ;3,57 
25.Tem.19;6,96 ;5,75 ;6,38 ;6,34 ;4,18 ;3,72 ;3,57 
31.Tem.19;6,96 ;5,75 ;6,38 ;6,34 ;4,31 ;3,90 ;3,58 
2.Ağu.19;6,96 ;5,75 ;6,38 ;6,34 ;4,31 ;3,90 ;3,58 
7.Ağu.19;6,96 ;5,50 ;6,38 ;6,34 ;4,06 ;3,64 ;3,32 
8.Ağu.19;6,68 ;5,50 ;6,38 ;6,34 ;4,06 ;3,64 ;3,32 
9.Ağu.19;6,50 ;5,31 ;6,04 ;6,00 ;3,80 ;3,39 ;2,99 
16.Ağu.19;6,50 ;5,42 ;6,04 ;6,00 ;3,80 ;3,39 ;2,99 
17.Ağu.19;6,50 ;5,42 ;6,04 ;6,00 ;3,89 ;3,43 ;2,94 
20.Ağu.19;6,56 ;5,42 ;6,21 ;6,17 ;3,92 ;3,48 ;3,00 
22.Ağu.19;6,56 ;5,42 ;6,21 ;6,17 ;4,02 ;3,56 ;3,04 
23.Ağu.19;6,56 ;5,64 ;6,21 ;6,17 ;4,11 ;3,66 ;3,11 
27.Ağu.19;6,73 ;5,64 ;6,32 ;6,28 ;4,11 ;3,66 ;3,11 
3.Eyl.19;6,73 ;5,64 ;6,32 ;6,28 ;3,99 ;3,47 ;3,04 
4.Eyl.19;6,73 ;5,64 ;6,32 ;6,28 ;3,88 ;3,34 ;2,89 
6.Eyl.19;6,73 ;5,64 ;6,32 ;6,28 ;3,88 ;3,34 ;2,89 
7.Eyl.19;6,73 ;5,64 ;6,32 ;6,28 ;4,06 ;3,55 ;3,05 
13.Eyl.19;6,73 ;5,64 ;6,32 ;6,28 ;4,02 ;3,45 ;2,94 
17.Eyl.19;6,73 ;5,64 ;6,39 ;6,35 ;4,03 ;3,54 ;3,03 
18.Eyl.19;7,08 ;6,03 ;6,51 ;6,47 ;4,45 ;3,92 ;3,64 
20.Eyl.19;7,08 ;6,03 ;6,51 ;6,47 ;4,19 ;3,63 ;3,36 
26.Eyl.19;7,08 ;5,84 ;6,51 ;6,47 ;4,19 ;3,63 ;3,36 
27.Eyl.19;6,83 ;5,84 ;6,51 ;6,47 ;4,19 ;3,63 ;3,36 
1.Eki.19;6,83 ;5,84 ;6,51 ;6,47 ;4,08 ;3,54 ;3,11 
2.Eki.19;6,83 ;5,84 ;6,51 ;6,47 ;4,08 ;3,60 ;3,01 
3.Eki.19;6,83 ;5,84 ;6,44 ;6,40 ;4,09 ;3,64 ;2,91 
4.Eki.19;6,83 ;5,84 ;6,44 ;6,40 ;4,15 ;3,75 ;3,04 
5.Eki.19;6,83 ;5,59 ;6,44 ;6,40 ;4,15 ;3,75 ;3,04 
10.Eki.19;6,83 ;5,71 ;6,44 ;6,40 ;4,15 ;3,75 ;3,04 
12.Eki.19;6,83 ;5,71 ;6,44 ;6,40 ;4,23 ;3,81 ;2,91 
15.Eki.19;6,83 ;5,71 ;6,44 ;6,40 ;4,23 ;3,81 ;2,91 
16.Eki.19;6,83 ;5,71 ;6,44 ;6,40 ;4,22 ;3,79 ;2,77 
22.Eki.19;6,87 ;5,71 ;6,54 ;6,50 ;4,15 ;3,73 ;2,60 
23.Eki.19;6,87 ;5,71 ;6,54 ;6,50 ;4,14 ;3,73 ;2,49 
24.Eki.19;6,87 ;5,71 ;6,54 ;6,50 ;4,20 ;3,76 ;2,69 
26.Eki.19;6,87 ;5,71 ;6,54 ;6,50 ;4,22 ;3,78 ;2,79 
6.Kas.19;6,87 ;5,71 ;6,54 ;6,50 ;4,22 ;3,78 ;2,79 
8.Kas.19;6,87 ;5,71 ;6,54 ;6,50 ;4,18 ;3,79 ;2,65 
16.Kas.19;6,87 ;5,71 ;6,54 ;6,50 ;4,14 ;3,76 ;2,50 
19.Kas.19;6,87 ;5,71 ;6,54 ;6,50 ;4,22 ;3,86 ;2,58 
20.Kas.19;6,87 ;5,71 ;6,54 ;6,50 ;4,11 ;3,76 ;2,49 
26.Kas.19;6,87 ;5,71 ;6,48 ;6,44 ;4,11 ;3,76 ;2,49 
28.Kas.19;6,87 ;5,71 ;6,48 ;6,44 ;4,21 ;3,83 ;2,56 
3.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,13 ;3,78 ;2,41 
4.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,20 ;3,88 ;2,49 
5.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,20 ;3,88 ;2,49 
6.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,20 ;3,88 ;2,49 
7.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,31 ;4,01 ;2,61 
10.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,35 ;4,05 ;2,68 
12.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,45 ;4,17 ;2,79 
13.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,34 ;4,05 ;2,68 
18.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,49 ;4,18 ;2,77 
19.Ara.19;6,87 ;5,71 ;6,48 ;6,44 ;4,60 ;4,31 ;2,84 
20.Ara.19;6,87 ;5,93 ;6,48 ;6,44 ;4,66 ;4,40 ;2,89 
21.Ara.19;6,87 ;5,93 ;6,48 ;6,44 ;4,75 ;4,52 ;2,96 
24.Ara.19;7,03 ;5,93 ;6,54 ;6,50 ;4,75 ;4,52 ;2,96 
1.Oca.20;7,03 ;5,93 ;6,54 ;6,50 ;4,75 ;4,52 ;2,96 
8.Oca.20;7,03 ;5,93 ;6,54 ;6,50 ;4,99 ;4,83 ;3,24 
15.Oca.20;7,03 ;5,93 ;6,54 ;6,50 ;4,66 ;4,50 ;3,13 
16.Oca.20;7,08 ;5,80 ;6,59 ;6,55 ;4,70 ;4,54 ;3,18 
